batting_team,bowling_team,venue,overs,current_score,wickets,runs_last_5_overs,wickets_last_5_overs,total_score
Sunrisers Hyderabad,Royal Challengers Bangalore,Narendra Modi Stadium,12.0,142,1,36,0,196
Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,9.5,75,0,30,0,141
Sunrisers Hyderabad,Rajasthan Royals,Feroz Shah Kotla,12.0,88,3,52,0,165
Punjab Kings,Lucknow Super Giants,Eden Gardens,5.9,68,0,35,0,246
Lucknow Super Giants,Sunrisers Hyderabad,Wankhede Stadium,11.2,115,3,44,2,200
Sunrisers Hyderabad,Punjab Kings,Eden Gardens,17.5,103,1,69,0,123
Lucknow Super Giants,Mumbai Indians,Wankhede Stadium,9.0,47,1,42,1,167
Punjab Kings,Kolkata Knight Riders,Wankhede Stadium,18.2,213,2,42,0,229
Punjab Kings,Gujarat Titans,Rajiv Gandhi International Stadium,13.7,78,2,43,1,117
Lucknow Super Giants,Royal Challengers Bangalore,Arun Jaitley Stadium,19.4,215,1,42,1,218
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,9.6,56,5,57,0,143
Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,16.8,133,2,69,1,155
Kolkata Knight Riders,Delhi Capitals,Arun Jaitley Stadium,6.6,78,4,67,1,167
Lucknow Super Giants,Royal Challengers Bangalore,Arun Jaitley Stadium,13.7,102,5,45,0,157
Punjab Kings,Mumbai Indians,Narendra Modi Stadium,18.2,110,6,27,0,119
Punjab Kings,Royal Challengers Bangalore,Narendra Modi Stadium,8.8,88,5,55,1,176
Chennai Super Kings,Punjab Kings,MA Chidambaram Stadium,15.5,185,7,62,0,210
Mumbai Indians,Punjab Kings,Sawai Mansingh Stadium,10.9,80,4,69,1,147
Gujarat Titans,Royal Challengers Bangalore,Sawai Mansingh Stadium,18.6,138,2,33,1,149
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,10.5,93,5,38,0,158
Punjab Kings,Lucknow Super Giants,Punjab Cricket Association Stadium,18.1,196,2,69,0,211
Chennai Super Kings,Gujarat Titans,Sawai Mansingh Stadium,19.3,228,1,51,1,236
Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,9.8,90,3,62,0,177
Kolkata Knight Riders,Sunrisers Hyderabad,MA Chidambaram Stadium,14.8,131,5,65,0,169
Lucknow Super Giants,Mumbai Indians,MA Chidambaram Stadium,13.9,89,0,31,0,163
Rajasthan Royals,Royal Challengers Bangalore,Wankhede Stadium,17.4,94,2,69,0,119
Gujarat Titans,Kolkata Knight Riders,Arun Jaitley Stadium,11.0,65,2,52,0,137
Mumbai Indians,Rajasthan Royals,Punjab Cricket Association Stadium,12.4,97,2,68,1,149
Chennai Super Kings,Mumbai Indians,Narendra Modi Stadium,6.1,36,1,34,0,141
Rajasthan Royals,Kolkata Knight Riders,Punjab Cricket Association Stadium,6.8,47,2,28,2,160
Royal Challengers Bangalore,Gujarat Titans,Punjab Cricket Association Stadium,14.4,131,2,41,2,170
Sunrisers Hyderabad,Delhi Capitals,M Chinnaswamy Stadium,16.1,133,2,63,2,169
Punjab Kings,Kolkata Knight Riders,Feroz Shah Kotla,7.8,45,0,66,0,125
Delhi Capitals,Mumbai Indians,Eden Gardens,11.8,65,1,47,1,134
Gujarat Titans,Rajasthan Royals,Narendra Modi Stadium,14.3,102,2,35,0,149
Punjab Kings,Mumbai Indians,Feroz Shah Kotla,12.8,94,4,68,2,135
Punjab Kings,Lucknow Super Giants,MA Chidambaram Stadium,16.7,91,2,56,1,118
Mumbai Indians,Delhi Capitals,MA Chidambaram Stadium,17.1,148,2,69,1,176
Royal Challengers Bangalore,Sunrisers Hyderabad,Narendra Modi Stadium,14.0,92,1,52,1,158
Punjab Kings,Kolkata Knight Riders,Punjab Cricket Association Stadium,14.5,149,3,67,0,179
Rajasthan Royals,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,19.4,228,3,44,1,232
Rajasthan Royals,Gujarat Titans,Eden Gardens,12.0,115,3,50,0,172
Punjab Kings,Lucknow Super Giants,Wankhede Stadium,14.9,117,3,59,3,145
Royal Challengers Bangalore,Mumbai Indians,Sawai Mansingh Stadium,14.4,96,4,31,2,129
Gujarat Titans,Delhi Capitals,Punjab Cricket Association Stadium,16.6,142,0,66,0,185
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association Stadium,16.2,141,2,37,0,178
Punjab Kings,Kolkata Knight Riders,Wankhede Stadium,7.0,73,2,48,0,176
Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,15.7,147,5,57,3,173
Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,6.9,43,1,65,1,145
Sunrisers Hyderabad,Punjab Kings,Wankhede Stadium,6.8,77,2,39,0,210
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,15.4,130,2,56,0,164
Sunrisers Hyderabad,Rajasthan Royals,M Chinnaswamy Stadium,13.3,100,3,31,1,167
Mumbai Indians,Chennai Super Kings,Arun Jaitley Stadium,17.1,127,2,52,1,147
Punjab Kings,Sunrisers Hyderabad,Narendra Modi Stadium,5.1,36,2,26,0,190
Kolkata Knight Riders,Gujarat Titans,Sawai Mansingh Stadium,10.8,85,3,34,0,157
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,5.4,37,3,69,3,171
Rajasthan Royals,Kolkata Knight Riders,MA Chidambaram Stadium,9.7,97,3,59,1,174
Gujarat Titans,Mumbai Indians,M Chinnaswamy Stadium,7.1,81,3,42,0,186
Chennai Super Kings,Lucknow Super Giants,Arun Jaitley Stadium,7.7,68,2,26,1,150
Rajasthan Royals,Royal Challengers Bangalore,Feroz Shah Kotla,16.3,97,4,33,1,130
Sunrisers Hyderabad,Rajasthan Royals,Feroz Shah Kotla,10.1,79,3,51,1,148
Gujarat Titans,Royal Challengers Bangalore,Narendra Modi Stadium,11.0,79,0,26,0,148
Delhi Capitals,Punjab Kings,Eden Gardens,17.9,166,4,48,1,184
Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,14.7,172,2,25,0,202
Chennai Super Kings,Delhi Capitals,Punjab Cricket Association Stadium,10.4,55,2,29,2,159
Royal Challengers Bangalore,Rajasthan Royals,Punjab Cricket Association Stadium,7.7,82,2,32,2,184
Delhi Capitals,Rajasthan Royals,Rajiv Gandhi International Stadium,6.6,37,4,40,0,138
Royal Challengers Bangalore,Delhi Capitals,Arun Jaitley Stadium,13.1,66,4,33,1,100
Royal Challengers Bangalore,Chennai Super Kings,Sawai Mansingh Stadium,6.4,66,0,38,0,219
Rajasthan Royals,Chennai Super Kings,Rajiv Gandhi International Stadium,12.3,79,3,51,1,128
Punjab Kings,Chennai Super Kings,MA Chidambaram Stadium,9.1,85,2,66,2,150
Punjab Kings,Sunrisers Hyderabad,Sawai Mansingh Stadium,14.1,105,3,33,3,135
Punjab Kings,Delhi Capitals,M Chinnaswamy Stadium,10.3,117,3,51,3,210
Gujarat Titans,Mumbai Indians,Arun Jaitley Stadium,5.3,61,3,32,0,155
Delhi Capitals,Kolkata Knight Riders,MA Chidambaram Stadium,11.4,105,1,68,1,157
Punjab Kings,Mumbai Indians,Eden Gardens,16.7,103,4,63,0,122
Kolkata Knight Riders,Royal Challengers Bangalore,Feroz Shah Kotla,12.1,72,2,45,1,158
Lucknow Super Giants,Delhi Capitals,MA Chidambaram Stadium,6.5,69,6,56,1,131
Delhi Capitals,Royal Challengers Bangalore,Sawai Mansingh Stadium,15.3,152,2,44,2,188
Kolkata Knight Riders,Mumbai Indians,MA Chidambaram Stadium,6.9,57,3,58,0,128
Lucknow Super Giants,Royal Challengers Bangalore,MA Chidambaram Stadium,14.0,152,3,64,0,205
Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,12.7,100,5,69,0,149
Lucknow Super Giants,Chennai Super Kings,Eden Gardens,8.8,75,4,54,2,133
Gujarat Titans,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,15.1,155,2,40,0,206
Chennai Super Kings,Lucknow Super Giants,MA Chidambaram Stadium,5.9,46,1,64,1,208
Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,12.1,115,3,36,2,154
Lucknow Super Giants,Gujarat Titans,Arun Jaitley Stadium,16.9,130,1,40,1,167
Lucknow Super Giants,Royal Challengers Bangalore,Sawai Mansingh Stadium,9.3,102,2,33,1,223
Lucknow Super Giants,Gujarat Titans,Eden Gardens,6.6,33,3,50,1,147
Gujarat Titans,Mumbai Indians,Punjab Cricket Association Stadium,14.3,167,2,46,0,210
Lucknow Super Giants,Kolkata Knight Riders,Wankhede Stadium,17.2,189,4,58,0,212
Kolkata Knight Riders,Mumbai Indians,Eden Gardens,15.4,87,2,61,0,112
Sunrisers Hyderabad,Chennai Super Kings,Rajiv Gandhi International Stadium,7.3,59,4,30,0,153
Mumbai Indians,Sunrisers Hyderabad,Narendra Modi Stadium,8.9,87,1,45,1,210
Punjab Kings,Royal Challengers Bangalore,Arun Jaitley Stadium,6.7,71,2,58,0,163
Gujarat Titans,Punjab Kings,Eden Gardens,6.4,55,6,45,1,150
Sunrisers Hyderabad,Royal Challengers Bangalore,MA Chidambaram Stadium,6.2,63,1,48,1,187
Royal Challengers Bangalore,Mumbai Indians,Punjab Cricket Association Stadium,12.8,68,3,46,3,105
Rajasthan Royals,Gujarat Titans,Narendra Modi Stadium,13.8,108,3,60,0,172
Rajasthan Royals,Gujarat Titans,Sawai Mansingh Stadium,12.8,139,2,60,1,181
Punjab Kings,Chennai Super Kings,M Chinnaswamy Stadium,15.8,93,1,25,1,120
Mumbai Indians,Kolkata Knight Riders,Rajiv Gandhi International Stadium,9.6,81,3,62,0,183
Kolkata Knight Riders,Lucknow Super Giants,Eden Gardens,8.5,85,2,59,1,149
Lucknow Super Giants,Delhi Capitals,Feroz Shah Kotla,18.4,201,3,48,1,217
Mumbai Indians,Royal Challengers Bangalore,Sawai Mansingh Stadium,17.1,180,2,63,1,206
Sunrisers Hyderabad,Chennai Super Kings,Narendra Modi Stadium,15.5,102,1,56,1,146
Kolkata Knight Riders,Lucknow Super Giants,MA Chidambaram Stadium,17.5,164,7,26,1,175
Chennai Super Kings,Rajasthan Royals,M Chinnaswamy Stadium,19.1,102,2,43,1,112
Mumbai Indians,Sunrisers Hyderabad,M Chinnaswamy Stadium,15.9,167,1,67,0,194
Lucknow Super Giants,Sunrisers Hyderabad,Narendra Modi Stadium,12.0,138,4,31,0,178
Royal Challengers Bangalore,Delhi Capitals,Wankhede Stadium,9.4,62,2,67,0,143
Rajasthan Royals,Sunrisers Hyderabad,Feroz Shah Kotla,8.7,76,5,36,2,136
Kolkata Knight Riders,Mumbai Indians,Eden Gardens,17.6,112,1,25,1,127
Kolkata Knight Riders,Lucknow Super Giants,Sawai Mansingh Stadium,16.1,95,4,33,2,116
Gujarat Titans,Chennai Super Kings,Arun Jaitley Stadium,19.4,222,0,49,0,227
Lucknow Super Giants,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,5.4,56,2,60,2,203
Delhi Capitals,Lucknow Super Giants,M Chinnaswamy Stadium,13.1,86,1,63,1,168
Gujarat Titans,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,9.4,86,2,26,0,189
Chennai Super Kings,Lucknow Super Giants,Feroz Shah Kotla,7.2,58,2,58,0,191
Kolkata Knight Riders,Royal Challengers Bangalore,Sawai Mansingh Stadium,14.6,115,2,31,2,171
Delhi Capitals,Sunrisers Hyderabad,Wankhede Stadium,14.5,74,5,52,1,118
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,8.0,62,3,39,1,121
Rajasthan Royals,Delhi Capitals,Sawai Mansingh Stadium,13.3,94,0,63,0,174
Delhi Capitals,Royal Challengers Bangalore,Feroz Shah Kotla,8.7,57,4,26,0,115
Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,17.9,140,0,50,0,156
Kolkata Knight Riders,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,7.3,75,0,44,0,200
Sunrisers Hyderabad,Chennai Super Kings,Arun Jaitley Stadium,10.0,51,2,59,1,139
Punjab Kings,Delhi Capitals,Sawai Mansingh Stadium,17.6,155,4,51,1,178
Kolkata Knight Riders,Royal Challengers Bangalore,Wankhede Stadium,12.7,124,2,26,0,170
Lucknow Super Giants,Rajasthan Royals,Arun Jaitley Stadium,11.6,95,3,63,0,183
Lucknow Super Giants,Royal Challengers Bangalore,Eden Gardens,11.9,74,1,32,0,149
Mumbai Indians,Sunrisers Hyderabad,Sawai Mansingh Stadium,6.9,67,3,25,2,139
Royal Challengers Bangalore,Lucknow Super Giants,Rajiv Gandhi International Stadium,8.0,85,5,36,1,176
Lucknow Super Giants,Sunrisers Hyderabad,Feroz Shah Kotla,18.9,202,2,47,2,209
Mumbai Indians,Lucknow Super Giants,Narendra Modi Stadium,13.5,112,1,67,1,158
Royal Challengers Bangalore,Lucknow Super Giants,Sawai Mansingh Stadium,15.8,84,1,42,1,122
Delhi Capitals,Kolkata Knight Riders,Sawai Mansingh Stadium,15.7,133,1,34,0,170
Chennai Super Kings,Punjab Kings,Narendra Modi Stadium,6.1,57,4,58,0,175
Rajasthan Royals,Royal Challengers Bangalore,Eden Gardens,16.6,100,3,26,0,116
Gujarat Titans,Delhi Capitals,Punjab Cricket Association Stadium,9.7,68,1,69,1,178
Lucknow Super Giants,Delhi Capitals,Sawai Mansingh Stadium,18.6,211,3,46,0,225
Mumbai Indians,Sunrisers Hyderabad,Eden Gardens,10.2,119,2,35,2,180
Kolkata Knight Riders,Delhi Capitals,Feroz Shah Kotla,5.6,38,3,39,1,136
Kolkata Knight Riders,Mumbai Indians,Narendra Modi Stadium,15.0,104,6,56,1,129
Lucknow Super Giants,Punjab Kings,Narendra Modi Stadium,18.6,167,2,31,0,177
Rajasthan Royals,Delhi Capitals,Rajiv Gandhi International Stadium,11.7,88,0,51,0,150
Sunrisers Hyderabad,Kolkata Knight Riders,Arun Jaitley Stadium,6.8,58,1,45,0,171
Gujarat Titans,Punjab Kings,Eden Gardens,10.0,110,6,42,1,183
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,19.3,105,2,56,0,110
Gujarat Titans,Kolkata Knight Riders,MA Chidambaram Stadium,5.0,44,3,40,3,152
Royal Challengers Bangalore,Rajasthan Royals,Arun Jaitley Stadium,13.5,140,2,45,0,196
Punjab Kings,Lucknow Super Giants,Feroz Shah Kotla,10.5,70,3,30,1,142
Lucknow Super Giants,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,17.4,110,1,39,1,133
Mumbai Indians,Gujarat Titans,Rajiv Gandhi International Stadium,9.5,113,2,26,0,212
Mumbai Indians,Punjab Kings,MA Chidambaram Stadium,17.4,106,3,67,2,127
Rajasthan Royals,Lucknow Super Giants,Punjab Cricket Association Stadium,15.6,155,0,69,0,198
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association Stadium,9.6,107,2,38,0,170
Chennai Super Kings,Rajasthan Royals,Wankhede Stadium,14.2,145,2,39,1,188
Punjab Kings,Mumbai Indians,Eden Gardens,7.8,71,2,62,0,170
Rajasthan Royals,Lucknow Super Giants,Wankhede Stadium,8.8,101,4,56,1,154
Kolkata Knight Riders,Lucknow Super Giants,Rajiv Gandhi International Stadium,7.1,64,2,53,0,166
Lucknow Super Giants,Punjab Kings,Wankhede Stadium,12.6,90,1,63,1,176
Mumbai Indians,Rajasthan Royals,Punjab Cricket Association Stadium,15.2,175,3,65,3,219
Mumbai Indians,Sunrisers Hyderabad,Narendra Modi Stadium,13.4,110,5,36,1,153
Kolkata Knight Riders,Lucknow Super Giants,Arun Jaitley Stadium,15.4,80,1,48,1,118
Royal Challengers Bangalore,Rajasthan Royals,Rajiv Gandhi International Stadium,6.0,59,2,30,0,172
Delhi Capitals,Gujarat Titans,Feroz Shah Kotla,11.9,108,3,27,1,174
Gujarat Titans,Punjab Kings,Sawai Mansingh Stadium,17.9,185,1,39,0,205
Sunrisers Hyderabad,Rajasthan Royals,Wankhede Stadium,11.5,120,2,33,0,176
Punjab Kings,Royal Challengers Bangalore,Feroz Shah Kotla,5.2,52,1,41,1,229
Lucknow Super Giants,Rajasthan Royals,Wankhede Stadium,7.9,55,4,41,0,130
Delhi Capitals,Chennai Super Kings,MA Chidambaram Stadium,8.8,67,2,36,0,151
Lucknow Super Giants,Sunrisers Hyderabad,MA Chidambaram Stadium,8.5,98,1,46,0,179
Rajasthan Royals,Lucknow Super Giants,M Chinnaswamy Stadium,9.1,53,4,32,1,105
Rajasthan Royals,Gujarat Titans,M Chinnaswamy Stadium,14.5,147,2,28,2,193
Mumbai Indians,Rajasthan Royals,Eden Gardens,9.3,101,3,26,2,194
Gujarat Titans,Mumbai Indians,Arun Jaitley Stadium,14.4,98,5,67,0,124
Kolkata Knight Riders,Sunrisers Hyderabad,M Chinnaswamy Stadium,18.5,120,6,44,2,131
Rajasthan Royals,Kolkata Knight Riders,MA Chidambaram Stadium,8.2,90,3,40,1,198
Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,10.1,79,2,61,2,171
Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,15.1,105,2,38,2,160
Chennai Super Kings,Kolkata Knight Riders,M Chinnaswamy Stadium,11.9,67,0,40,0,163
Mumbai Indians,Punjab Kings,Sawai Mansingh Stadium,15.7,175,2,51,1,222
Kolkata Knight Riders,Gujarat Titans,MA Chidambaram Stadium,14.3,155,3,51,1,196
Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,9.5,54,3,58,0,138
Mumbai Indians,Punjab Kings,Feroz Shah Kotla,11.9,133,1,42,1,225
Lucknow Super Giants,Mumbai Indians,Arun Jaitley Stadium,6.0,31,0,55,0,198
Chennai Super Kings,Kolkata Knight Riders,M Chinnaswamy Stadium,7.9,57,4,48,1,132
Punjab Kings,Rajasthan Royals,Punjab Cricket Association Stadium,17.4,89,3,35,3,103
Rajasthan Royals,Chennai Super Kings,Narendra Modi Stadium,13.6,107,4,55,2,146
Chennai Super Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,18.8,166,4,61,2,177
Chennai Super Kings,Rajasthan Royals,Wankhede Stadium,7.6,70,0,31,0,208
Royal Challengers Bangalore,Mumbai Indians,Narendra Modi Stadium,19.1,101,1,26,0,107
Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,11.1,66,6,58,0,134
Mumbai Indians,Delhi Capitals,M Chinnaswamy Stadium,11.6,59,3,46,2,137
Sunrisers Hyderabad,Delhi Capitals,Narendra Modi Stadium,7.6,55,2,51,0,163
Delhi Capitals,Sunrisers Hyderabad,Eden Gardens,5.1,36,5,36,2,131
Royal Challengers Bangalore,Delhi Capitals,Arun Jaitley Stadium,6.9,58,3,29,0,155
Rajasthan Royals,Kolkata Knight Riders,M Chinnaswamy Stadium,10.0,88,1,47,1,176
Punjab Kings,Lucknow Super Giants,Sawai Mansingh Stadium,10.7,61,1,60,0,171
Rajasthan Royals,Gujarat Titans,MA Chidambaram Stadium,16.7,163,1,50,1,187
Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,5.7,51,1,57,0,202
Mumbai Indians,Royal Challengers Bangalore,Narendra Modi Stadium,5.9,35,3,29,2,149
Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,17.6,96,1,54,0,122
Sunrisers Hyderabad,Lucknow Super Giants,Wankhede Stadium,15.9,141,2,45,2,165
Sunrisers Hyderabad,Punjab Kings,Wankhede Stadium,18.4,200,3,52,0,215
Chennai Super Kings,Lucknow Super Giants,MA Chidambaram Stadium,7.2,69,1,30,1,194
Punjab Kings,Gujarat Titans,Rajiv Gandhi International Stadium,11.0,108,2,40,2,192
Kolkata Knight Riders,Punjab Kings,Narendra Modi Stadium,7.6,49,4,50,1,129
Rajasthan Royals,Kolkata Knight Riders,Arun Jaitley Stadium,6.8,64,4,68,0,132
Mumbai Indians,Gujarat Titans,Feroz Shah Kotla,18.6,201,1,61,1,213
Gujarat Titans,Lucknow Super Giants,Rajiv Gandhi International Stadium,15.9,127,0,30,0,155
Gujarat Titans,Delhi Capitals,Wankhede Stadium,9.9,63,0,31,0,178
Royal Challengers Bangalore,Chennai Super Kings,Eden Gardens,15.9,142,3,44,0,171
Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,12.2,91,3,58,1,165
Mumbai Indians,Punjab Kings,Feroz Shah Kotla,17.9,163,2,44,0,180
Kolkata Knight Riders,Lucknow Super Giants,Rajiv Gandhi International Stadium,11.5,74,5,52,1,135
Gujarat Titans,Rajasthan Royals,Rajiv Gandhi International Stadium,18.1,101,3,64,0,119
Kolkata Knight Riders,Lucknow Super Giants,MA Chidambaram Stadium,5.4,32,3,48,0,116
Chennai Super Kings,Kolkata Knight Riders,Sawai Mansingh Stadium,7.5,40,2,53,0,182
Delhi Capitals,Rajasthan Royals,Wankhede Stadium,10.0,113,4,50,0,202
Rajasthan Royals,Kolkata Knight Riders,Punjab Cricket Association Stadium,15.8,109,0,35,0,153
Chennai Super Kings,Royal Challengers Bangalore,Sawai Mansingh Stadium,14.7,90,4,43,1,126
Punjab Kings,Kolkata Knight Riders,Feroz Shah Kotla,14.7,141,0,45,0,196
Punjab Kings,Delhi Capitals,M Chinnaswamy Stadium,13.1,125,2,41,0,190
Gujarat Titans,Sunrisers Hyderabad,Arun Jaitley Stadium,13.7,89,2,34,1,155
Royal Challengers Bangalore,Delhi Capitals,Eden Gardens,12.2,139,1,64,0,189
Kolkata Knight Riders,Delhi Capitals,Sawai Mansingh Stadium,11.6,136,3,45,0,192
Sunrisers Hyderabad,Mumbai Indians,MA Chidambaram Stadium,16.9,162,2,61,0,181
Punjab Kings,Kolkata Knight Riders,Feroz Shah Kotla,11.2,86,4,57,0,130
Delhi Capitals,Sunrisers Hyderabad,MA Chidambaram Stadium,17.7,124,2,44,1,149
Rajasthan Royals,Lucknow Super Giants,Narendra Modi Stadium,9.9,51,2,67,1,111
Delhi Capitals,Royal Challengers Bangalore,Wankhede Stadium,12.6,121,3,54,1,166
Chennai Super Kings,Rajasthan Royals,Punjab Cricket Association Stadium,5.6,33,4,49,1,168
Punjab Kings,Delhi Capitals,MA Chidambaram Stadium,5.1,27,2,69,2,127
Mumbai Indians,Lucknow Super Giants,M Chinnaswamy Stadium,16.1,171,4,48,1,201
Punjab Kings,Lucknow Super Giants,Feroz Shah Kotla,15.1,98,5,26,1,122
Delhi Capitals,Rajasthan Royals,Sawai Mansingh Stadium,6.3,54,2,49,1,168
Chennai Super Kings,Mumbai Indians,MA Chidambaram Stadium,7.4,82,3,63,2,178
Chennai Super Kings,Kolkata Knight Riders,Feroz Shah Kotla,14.8,166,3,46,1,203
Gujarat Titans,Chennai Super Kings,Eden Gardens,15.5,117,9,56,3,142
Royal Challengers Bangalore,Gujarat Titans,Eden Gardens,11.5,70,2,36,0,119
Rajasthan Royals,Chennai Super Kings,Wankhede Stadium,13.6,150,3,54,0,205
Sunrisers Hyderabad,Kolkata Knight Riders,Rajiv Gandhi International Stadium,8.2,97,0,47,0,217
Mumbai Indians,Rajasthan Royals,Eden Gardens,11.2,80,1,60,0,174
Punjab Kings,Gujarat Titans,Eden Gardens,12.0,66,3,56,1,130
Royal Challengers Bangalore,Gujarat Titans,Eden Gardens,9.3,51,3,41,1,141
Mumbai Indians,Delhi Capitals,Eden Gardens,5.9,62,2,59,1,195
Chennai Super Kings,Royal Challengers Bangalore,Feroz Shah Kotla,7.8,45,2,30,2,150
Lucknow Super Giants,Rajasthan Royals,MA Chidambaram Stadium,11.0,80,4,28,3,141
Lucknow Super Giants,Punjab Kings,Wankhede Stadium,14.1,79,4,46,0,129
Chennai Super Kings,Punjab Kings,Wankhede Stadium,12.3,93,6,34,3,129
Rajasthan Royals,Chennai Super Kings,Eden Gardens,14.1,118,1,31,0,161
Punjab Kings,Chennai Super Kings,Narendra Modi Stadium,14.0,106,4,53,1,146
Punjab Kings,Sunrisers Hyderabad,Eden Gardens,6.2,50,2,26,1,187
Gujarat Titans,Delhi Capitals,Wankhede Stadium,14.7,107,0,33,0,168
Mumbai Indians,Kolkata Knight Riders,M Chinnaswamy Stadium,17.6,93,4,68,0,115
Punjab Kings,Delhi Capitals,M Chinnaswamy Stadium,7.5,72,2,43,2,168
Rajasthan Royals,Royal Challengers Bangalore,Punjab Cricket Association Stadium,11.7,79,1,56,1,152
Royal Challengers Bangalore,Rajasthan Royals,Eden Gardens,17.0,138,1,60,0,173
Sunrisers Hyderabad,Chennai Super Kings,Rajiv Gandhi International Stadium,13.9,111,4,51,3,150
Rajasthan Royals,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,12.1,136,4,41,0,178
Gujarat Titans,Punjab Kings,Narendra Modi Stadium,10.8,81,1,58,0,175
Mumbai Indians,Delhi Capitals,Sawai Mansingh Stadium,10.3,109,1,55,1,168
Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,18.6,108,3,67,1,120
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,12.8,115,3,37,3,173
Gujarat Titans,Lucknow Super Giants,M Chinnaswamy Stadium,9.7,84,2,54,2,162
Delhi Capitals,Rajasthan Royals,Rajiv Gandhi International Stadium,14.7,135,0,39,0,197
Sunrisers Hyderabad,Delhi Capitals,Feroz Shah Kotla,17.6,122,1,32,0,139
Kolkata Knight Riders,Mumbai Indians,Eden Gardens,12.0,86,4,27,0,126
Lucknow Super Giants,Punjab Kings,Sawai Mansingh Stadium,10.0,95,3,35,1,183
Sunrisers Hyderabad,Royal Challengers Bangalore,Narendra Modi Stadium,19.2,207,2,69,1,215
Sunrisers Hyderabad,Lucknow Super Giants,Eden Gardens,7.8,56,3,61,2,165
Mumbai Indians,Rajasthan Royals,MA Chidambaram Stadium,12.7,133,2,59,1,187
Gujarat Titans,Chennai Super Kings,Punjab Cricket Association Stadium,11.9,85,1,61,1,138
Chennai Super Kings,Lucknow Super Giants,Eden Gardens,8.3,71,1,53,0,211
Chennai Super Kings,Kolkata Knight Riders,Wankhede Stadium,18.0,209,1,32,1,230
